City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kattivakkam,13.2167,80.3167,30.07,73,84,5.85,IN,1713493097
364,tabou,4.423,-7.3528,27.97,84,85,3.19,CI,1713493099
365,thinadhoo,0.5333,72.9333,29.07,76,79,2.98,MV,1713493100
366,antsohihy,-14.8796,47.9875,25.06,67,99,4.83,MG,1713493101
367,monrovia,6.3005,-10.7969,27.76,88,99,2.03,LR,1713493102
368,krasnyy kholm,58.0607,37.1203,2.79,97,100,7.58,RU,1713493103
369,askoy,60.4092,5.226,4.3,100,75,3.09,NO,1713493104
370,umaria,23.5333,80.8333,31.03,22,7,2.91,IN,1713493105
371,mabaruma,8.2,-59.7833,26.12,85,100,1.47,GY,1713493107
372,mahina,-17.5065,-149.489,29.87,70,75,4.63,PF,1713493108
373,glace bay,46.1969,-59.957,2.7,75,13,8.49,CA,1713493109
374,chillicothe,39.3331,-82.9824,18.55,88,0,0.0,US,1713493110
375,prince george,53.9166,-122.753,10.7,26,6,2.24,CA,1713493111
376,kristiansund,63.1115,7.732,2.36,55,100,2.57,NO,1713493112
377,carbonear,47.7332,-53.2148,1.75,97,100,7.26,CA,1713493114
378,utena,55.5,25.6,1.64,88,100,4.04,LT,1713493115
379,barmer,25.75,71.3833,24.1,64,0,6.06,IN,1713493117
380,huarmey,-10.0681,-78.1522,21.37,82,14,3.47,PE,1713493118
381,mirnyy,62.5353,113.9611,-0.43,96,94,4.02,RU,1713493119
382,pilar,-9.5972,-35.9567,25.96,97,100,0.91,BR,1713493120
383,piti village,13.4626,144.6933,32.49,69,40,6.17,GU,1713493122
384,adrar,20.5022,-10.0711,25.85,10,0,2.92,MR,1713493124
385,shalqar,47.8333,59.6,18.29,49,4,3.36,KZ,1713493125
386,hithadhoo,-0.6,73.0833,29.17,74,45,3.17,MV,1713493126
387,dalandzadgad,43.5708,104.425,7.64,45,100,2.21,MN,1713493127
388,bishkul,54.7803,69.1033,10.19,93,0,3.0,KZ,1713493129
389,sao felix do xingu,-6.6447,-51.995,23.75,98,100,0.08,BR,1713493130
390,nar'yan-mar,67.6713,53.087,-17.72,95,100,3.13,RU,1713493131
391,tofol,5.3248,163.0078,27.88,83,100,2.57,FM,1713493132
392,bol,13.4586,14.7147,28.53,41,55,3.07,TD,1713493133
393,itaituba,-4.2761,-55.9836,24.81,97,60,0.14,BR,1713493135
394,palikir - national government center,6.9248,158.1611,26.47,94,100,2.06,FM,1713493136
395,springfield,37.2153,-93.2982,11.67,86,100,9.39,US,1713493137
396,nizhniy kuranakh,58.8353,125.4869,0.99,100,100,5.04,RU,1713493138
397,gojra,31.1487,72.6866,22.17,56,100,6.43,PK,1713493139
398,mugia,43.1041,-9.2179,12.17,75,0,4.45,ES,1713493140
399,alton north (historical),26.2953,-98.3045,28.85,72,100,2.68,US,1713493141
400,borgentreich,51.5692,9.2411,6.42,80,100,4.61,DE,1713493143
401,worland,44.0169,-107.9554,4.22,29,0,1.34,US,1713493144
402,talovskiy,51.1144,40.73,14.25,71,0,6.53,RU,1713493145
403,yuxia,34.0615,108.6291,22.14,43,100,5.72,CN,1713493146
404,kalemie,-5.9475,29.1947,22.86,83,88,1.62,CD,1713493148
405,mo i rana,66.3128,14.1428,0.26,47,15,4.12,NO,1713493150
406,flying fish cove,-10.4217,105.6791,28.82,69,75,5.66,CX,1713493151
407,el jem,35.3,10.7167,13.74,69,100,6.07,TN,1713493152
408,holualoa,19.6228,-155.9522,26.25,69,0,4.63,US,1713493153
409,chibougamau,49.9168,-74.3659,3.13,79,98,5.06,CA,1713493154
410,rimouski,48.4488,-68.524,1.83,64,100,3.2,CA,1713493155
411,chota,-6.55,-78.65,13.58,96,100,1.6,PE,1713493156
412,al burayqah,30.4062,19.5739,21.72,42,0,6.76,LY,1713493157
413,aguada de pasajeros,22.385,-80.8508,23.73,66,13,3.76,CU,1713493159
414,xai-xai,-25.0519,33.6442,20.06,94,0,0.78,MZ,1713493161
415,tosontsengel,48.7567,98.2839,6.71,30,98,2.52,MN,1713493162
416,haiku-pauwela,20.9219,-156.3051,26.25,70,40,8.75,US,1713493163
417,tidjikja,18.5564,-11.4271,26.82,9,31,4.61,MR,1713493165
418,pekan,3.4836,103.3996,30.11,75,100,1.93,MY,1713493166
419,taxisco,14.0708,-90.4631,29.47,71,100,2.03,GT,1713493167
420,tadine,-21.55,167.8833,27.14,70,100,5.88,NC,1713493168
421,magadan,59.5667,150.8,-0.26,91,39,1.11,RU,1713493169
422,hami,42.8,93.45,18.28,28,74,1.73,CN,1713493170
423,kanggye,40.9695,126.5852,20.37,30,37,2.61,KP,1713493172
424,puerto lempira,15.2667,-83.7667,26.06,82,0,3.64,HN,1713493174
425,korla,41.7597,86.1469,16.85,39,9,2.15,CN,1713493175
426,lago da pedra,-4.3333,-45.1667,24.35,98,100,0.63,BR,1713493176
427,bondo,3.8146,23.6866,20.58,98,100,0.18,CD,1713493178
428,nuuk,64.1835,-51.7216,-0.66,100,100,3.09,GL,1713493179
429,palmas,-10.2128,-48.3603,25.93,94,75,1.54,BR,1713493180
430,linton,39.0348,-87.1658,23.11,91,100,3.98,US,1713493181
431,shurugwi,-19.6702,30.0059,12.45,90,0,1.26,ZW,1713493182
432,talodi,10.6325,30.3797,29.71,30,94,1.01,SD,1713493183
433,tobol'sk,58.2,68.2667,5.34,93,100,3.58,RU,1713493184
434,akureyri,65.6835,-18.0878,-2.04,80,100,1.03,IS,1713492920
435,namibe,-15.1961,12.1522,25.19,73,54,2.26,AO,1713493187
436,arar,30.9753,41.0381,22.01,28,0,5.14,SA,1713493189
437,nguigmi,14.2495,13.1092,29.88,13,51,5.24,NE,1713493190
438,p'ot'i,42.1462,41.672,14.23,91,49,4.4,GE,1713493191
439,tweed heads,-28.1817,153.547,26.78,53,0,4.63,AU,1713493192
440,torghay,49.6339,63.4981,17.76,58,16,1.97,KZ,1713493193
441,kerikeri,-35.2268,173.9474,22.44,51,100,3.5,NZ,1713493195
442,taroudant,30.4703,-8.877,14.71,75,95,1.05,MA,1713493196
443,zaozersk,69.4005,32.4476,-18.46,99,51,0.37,RU,1713493197
444,perry,37.2506,-83.1999,24.4,70,55,1.83,US,1713493198
445,la manga del mar menor,37.6413,-0.7165,18.0,82,40,4.12,ES,1713493200
446,vila velha,-20.3297,-40.2925,21.97,83,75,4.12,BR,1713493201
447,succasunna,40.8684,-74.6404,7.61,86,98,1.54,US,1713493202
448,aykhal,66.0,111.5,-1.58,87,34,6.37,RU,1713493203
449,arecibo,18.4724,-66.7157,26.09,79,14,2.85,PR,1713493204
450,gornozavodsk,58.3758,58.3211,5.8,94,100,1.61,RU,1713493205
451,santa cruz,-17.8,-63.1667,20.7,73,20,3.09,BO,1713493207
452,berezovyy,51.6667,135.7,2.93,86,100,2.45,RU,1713493084
453,juan griego,11.0817,-63.9655,26.24,87,88,2.83,VE,1713493209
454,caleta de carquin,-11.0925,-77.6267,20.49,85,81,3.53,PE,1713493210
455,palmer,42.1584,-72.3287,6.8,80,100,1.54,US,1713493211
456,babayevo,59.3936,35.9371,-0.24,81,100,4.54,RU,1713493212
457,tindouf,27.6711,-8.1474,24.25,13,0,8.23,DZ,1713493214
458,barranca,-10.75,-77.7667,20.5,81,29,2.88,PE,1713493215
459,turpan,42.9333,89.1667,22.29,23,0,1.86,CN,1713493216
460,rikaze,29.25,88.8833,9.16,43,49,0.64,CN,1713493217
461,tullamore,53.2739,-7.4889,9.65,90,100,5.0,IE,1713493218
462,manismata,-2.4667,111.0333,28.42,87,100,0.77,ID,1713493220
463,belmonte,-15.8631,-38.8828,25.61,79,3,2.46,BR,1713493221
464,slave lake,55.2834,-114.769,-0.6,46,99,1.89,CA,1713492995
465,howrah,22.5892,88.3103,33.0,43,2,3.09,IN,1713493223
466,fort bragg,35.139,-79.006,22.17,66,0,0.0,US,1713493224
467,freguesia do ribeirao da ilha,-27.7177,-48.5627,18.92,83,0,2.06,BR,1713493226
468,manicore,-5.8092,-61.3003,23.68,99,100,0.59,BR,1713493227
469,aioun,16.6614,-9.6149,27.64,9,0,4.89,MR,1713493228
470,cromer,52.9312,1.2989,10.0,92,100,10.89,GB,1713493229
471,fort st. john,56.2499,-120.8529,6.37,33,1,2.45,CA,1713492936
472,grevesmuhlen,53.8667,11.1833,5.47,88,100,5.57,DE,1713493231
473,beyneu,45.3167,55.2,18.72,50,0,5.91,KZ,1713493232
474,modimolle,-24.7,28.4,15.5,63,0,0.66,ZA,1713493234
475,voi,-3.3945,38.563,22.17,84,98,2.67,KE,1713493235
476,la passe,45.5549,-0.8967,5.55,71,6,2.76,FR,1713493237
477,raja,8.4596,25.678,28.9,49,100,2.99,SS,1713493238
478,anchorage,61.2181,-149.9003,10.36,49,0,2.57,US,1713493239
479,besancon,47.2488,6.0182,0.63,94,37,1.55,FR,1713493241
480,quellon,-43.1167,-73.6167,10.73,82,100,9.68,CL,1713493242
481,novo oriente,-5.5344,-40.7742,23.37,96,100,1.45,BR,1713493243
482,almeirim,-1.5233,-52.5817,23.81,98,100,1.65,BR,1713493244
483,metu,8.3,35.5833,15.57,86,69,1.37,ET,1713493245
484,zyryanskoye,56.8306,86.6258,7.71,77,100,10.8,RU,1713493246
485,happy valley-goose bay,53.3168,-60.3315,-2.67,85,27,1.25,CA,1713493247
486,igarka,67.4667,86.5833,-0.55,90,100,8.94,RU,1713493248
487,nantong,32.0303,120.8747,17.52,57,100,9.28,CN,1713493250
488,angra do heroismo,38.65,-27.2167,16.73,96,75,4.02,PT,1713493251
489,fendou,46.65,124.8667,10.11,14,0,6.98,CN,1713493252
490,mount pearl,47.5166,-52.7813,1.09,98,100,1.34,CA,1713493253
491,dobrush,52.4089,31.3237,6.11,100,100,5.44,BY,1713493254
492,rawai,7.7797,98.3253,32.21,65,93,3.81,TH,1713493255
493,kourou,5.1552,-52.6478,25.03,95,100,2.13,GF,1713493257
494,kolonia town,6.964,158.206,27.06,94,100,2.06,FM,1713493258
495,puerto francisco de orellana,-0.4667,-76.9667,23.28,96,100,0.6,EC,1713493259
496,saudarkrokur,65.7461,-19.6394,-8.21,96,82,3.49,IS,1713493260
497,zhosaly,45.4878,64.0781,19.38,48,50,7.91,KZ,1713493261
498,kimbe,-5.5502,150.1429,31.44,64,38,2.78,PG,1713493263
499,nokha,27.6,73.4167,25.93,47,54,5.92,IN,1713493264
500,machico,32.7,-16.7667,19.28,84,20,1.03,PT,1713493265
501,ribeira brava,32.65,-17.0667,19.28,75,100,0.98,PT,1713493266
502,sunne,59.8376,13.143,0.18,91,100,2.25,SE,1713493267
503,abu road,24.4833,72.7833,25.96,64,0,2.01,IN,1713493268
504,tangalle,6.024,80.7911,26.99,88,77,2.8,LK,1713493269
505,bay minette,30.883,-87.773,23.0,91,100,1.55,US,1713493271
506,ishigaki,24.3448,124.1572,27.07,65,75,4.63,JP,1713493272
507,kailua-kona,19.6406,-155.9956,28.11,59,0,4.63,US,1713493273
508,kharovsk,59.9642,40.1912,0.67,85,100,4.38,RU,1713493274
509,maun,-19.9833,23.4167,19.98,60,0,3.6,BW,1713493275
510,asaita,11.5636,41.4394,28.78,60,100,0.9,ET,1713493276
511,hiratacho,35.4333,132.8167,21.98,40,0,3.09,JP,1713493277
512,puerto deseado,-47.7503,-65.8938,14.96,42,2,14.16,AR,1713493279
513,harnosand,62.6323,17.9379,-3.0,80,99,5.18,SE,1713493280
514,urucara,-2.5364,-57.76,24.78,97,96,0.52,BR,1713493281
515,sur,22.5667,59.5289,24.99,71,0,2.43,OM,1713493282
516,selfoss,63.9331,-20.9971,-0.64,75,9,2.82,IS,1713493283
517,egilsstadir,65.2653,-14.3948,-3.05,93,100,2.06,IS,1713493284
518,nemuro,43.3236,145.575,3.18,95,100,5.12,JP,1713493286
519,port alberni,49.2413,-124.8028,16.05,25,0,2.68,CA,1713493268
520,plesetsk,62.708,40.2916,-8.36,96,83,2.64,RU,1713493288
521,tshabong,-26.05,22.45,20.07,50,0,4.18,BW,1713493289
522,broken hill,-31.95,141.4333,16.16,59,99,8.71,AU,1713493290
523,basco,20.4487,121.9702,26.88,80,100,4.22,PH,1713493292
524,batouri,4.4333,14.3667,21.81,96,100,1.29,CM,1713493293
525,alik ghund,30.4896,67.5226,7.52,87,100,2.13,PK,1713493294
526,verkh-chebula,56.0308,87.6218,11.02,82,100,9.77,RU,1713493295
527,springbok,-29.6643,17.8865,21.41,31,82,2.04,ZA,1713493296
528,carrigaline,51.8117,-8.3986,8.86,87,75,6.17,IE,1713493297
529,lazaro cardenas,17.9583,-102.2,23.96,84,0,2.15,MX,1713493298
530,plouzane,48.3833,-4.6167,6.03,87,0,2.06,FR,1713493299
531,nelson bay,-32.7167,152.15,22.03,59,48,2.24,AU,1713493301
532,jobner,26.9667,75.3833,29.68,36,25,1.31,IN,1713493302
533,siwa oasis,29.2041,25.5195,19.94,40,6,2.27,EG,1713493303
534,galliano,29.4422,-90.2992,24.0,83,75,1.54,US,1713493304
535,muriti,-1.9833,32.9167,22.62,79,100,7.07,TZ,1713493305
536,santa maria del rio,21.8,-100.75,22.04,65,78,3.34,MX,1713493306
537,bahia de caraquez,-0.6,-80.4167,28.1,86,100,2.24,EC,1713493307
538,opuwo,-18.0607,13.84,22.27,47,11,2.09,NA,1713493309
539,vilyuchinsk,52.9306,158.4028,6.15,91,100,2.86,RU,1713493310
540,adigrat,14.277,39.462,16.24,66,45,1.38,ET,1713493311
541,dover,39.1582,-75.5244,11.75,83,100,5.66,US,1713493042
542,hilo,19.7297,-155.09,25.61,79,100,4.12,US,1713493314
543,ust'-kut,56.7938,105.7672,5.24,62,100,1.34,RU,1713493315
544,nikolayevsk-on-amure,53.1406,140.73,4.01,81,100,2.24,RU,1713493317
545,vorkuta,67.5,64.0,-22.72,98,62,3.58,RU,1713493147
546,fayzabad,37.1166,70.58,13.47,61,100,1.19,AF,1713493319
547,bonthe,7.5264,-12.505,27.6,86,35,1.67,SL,1713493320
548,chiredzi,-21.05,31.6667,17.62,81,0,0.39,ZW,1713493321
549,san jeronimo de juarez,17.1333,-100.4667,25.31,70,3,2.43,MX,1713493323
550,talara,-4.5772,-81.2719,22.42,83,0,5.14,PE,1713493324
551,kachug,53.9606,105.8817,7.25,56,100,1.34,RU,1713493038
552,morondava,-20.2833,44.2833,24.49,55,94,4.04,MG,1713493326
553,borkum,53.5809,6.6915,8.97,94,100,11.26,DE,1713493327
554,inda silase,14.1031,38.2829,20.82,24,100,0.36,ET,1713493329
555,houghton,47.1219,-88.569,7.28,62,20,7.72,US,1713493330
556,beihai,21.4833,109.1,27.03,78,6,4.39,CN,1713493331
557,ulsteinvik,62.3432,5.8487,7.09,61,100,2.24,NO,1713493332
558,ji'an,27.1172,114.9793,26.79,72,100,7.42,CN,1713493333
559,itoman,26.1247,127.6694,25.05,60,75,4.12,JP,1713493334
560,dawei,14.0833,98.2,30.97,59,8,1.79,MM,1713493336
561,nsanje,-16.92,35.262,21.54,98,21,0.57,MW,1713493337
562,sumbe,-11.2061,13.8437,26.12,91,70,1.77,AO,1713493339
563,dondo,-19.6094,34.7431,24.73,99,41,2.18,MZ,1713493340
564,sinop,41.7711,34.8709,10.06,93,42,0.85,TR,1713493341
565,mittagong,-34.45,150.45,17.74,53,100,2.14,AU,1713493336
566,krasnoturansk,54.3186,91.5639,7.35,70,100,3.13,RU,1713493344
567,covington,39.0837,-84.5086,20.69,59,0,0.0,US,1713493345
568,camana,-16.6228,-72.7111,20.35,84,100,1.81,PE,1713493346
569,rio preto da eva,-2.6994,-59.6997,23.87,97,100,0.13,BR,1713493347
570,mthatha,-31.5889,28.7844,15.31,88,3,0.51,ZA,1713493348
571,panitian,9.0965,118.0864,31.91,57,79,3.58,PH,1713493350
572,upington,-28.4478,21.2561,20.21,49,0,3.6,ZA,1713493351
573,pineda de mar,41.6276,2.6889,12.12,85,6,2.43,ES,1713493352
574,jieshi,22.8134,115.8257,23.58,87,94,8.97,CN,1713493353
575,kolonia,50.9333,6.95,8.36,77,75,4.12,DE,1713493354
